City,Date,Year,Month,Day,AQI,PM2.5,PM10,NO2,SO2,AQI_Category
Delhi,2023-02-03,2023,2,3,209,168.10346127604174,245.22475507416954,21.319465686580134,40.11717332583342,Poor
Delhi,2023-02-04,2023,2,4,304,241.92622813206927,198.7142410894946,147.67923972527802,42.888322032232544,Very Poor
Delhi,2023-02-05,2023,2,5,289,240.51181187044259,77.27266670686319,81.14782874370061,71.10221664513378,Poor
Delhi,2023-02-06,2023,2,6,308,179.31341824053135,277.47445750006733,12.322296049899862,53.64884053843169,Very Poor
Delhi,2023-02-07,2023,2,7,196,107.85646625106017,56.54708941473989,141.67325702854455,42.76934200331462,Moderately Polluted
Delhi,2023-02-08,2023,2,8,88,281.3353466773367,72.25795877547743,57.749289147036194,15.779984517855961,Satisfactory
Delhi,2023-02-09,2023,2,9,200,164.72715227913193,284.3980717511312,41.99700305162195,21.620718074113938,Moderately Polluted
Delhi,2023-02-10,2023,2,10,161,168.7842394218414,221.26721977528246,43.85932072606324,13.844762941560425,Moderately Polluted
Delhi,2023-02-11,2023,2,11,189,169.69656881409378,355.4018104119491,36.41899516779311,31.492778496257277,Moderately Polluted
Delhi,2023-02-12,2023,2,12,196,219.1569252667206,360.9018987819793,134.1920993971164,79.08817685647426,Moderately Polluted
Delhi,2023-02-13,2023,2,13,165,29.821289673539404,81.41891135595324,135.7975863937911,62.61076066766104,Moderately Polluted
Delhi,2023-02-14,2023,2,14,276,114.82341613571421,377.2507081339558,146.31293714574443,31.97249260005924,Poor
Delhi,2023-02-15,2023,2,15,415,166.8764678631429,282.92017512322343,101.27457633036407,26.30558439875318,Very Poor
Delhi,2023-02-16,2023,2,16,210,10.332232266578655,207.67961176970516,35.03517929098604,39.81453453537169,Poor
Delhi,2023-02-17,2023,2,17,441,255.5209060957825,269.89289907413047,89.56320446696603,13.899102943668785,Very Poor
Delhi,2023-02-18,2023,2,18,420,192.71812236483913,115.17549107012198,92.58191865847614,97.99482153612585,Very Poor
Delhi,2023-02-19,2023,2,19,100,268.1537337772484,259.8326778789599,121.27358249583078,52.75052384499325,Satisfactory
Delhi,2023-02-20,2023,2,20,333,202.3325976006144,348.3836747273232,42.22593755381774,52.42337108905147,Very Poor
Delhi,2023-02-21,2023,2,21,53,12.173210097278883,265.27947244472375,34.79549511698686,94.34356551352685,Satisfactory
Delhi,2023-02-22,2023,2,22,95,274.8849951150323,160.66030609706888,12.16392631404144,93.1902634458339,Satisfactory
Delhi,2023-02-23,2023,2,23,351,290.16317161788254,386.17559129391606,129.42132376543043,32.97264474661064,Very Poor
Delhi,2023-02-24,2023,2,24,210,98.49199152110191,84.40724374071515,87.95217674416902,93.93470354527419,Poor
Delhi,2023-02-25,2023,2,25,107,279.3549662691954,46.75812972282668,39.24862046615043,68.7586340982848,Moderately Polluted
Delhi,2023-02-26,2023,2,26,200,46.32478449477459,216.96526789821996,132.83223006991375,75.37301868664942,Moderately Polluted
Delhi,2023-02-27,2023,2,27,442,212.23280477619724,156.60663746350696,51.10285819702907,81.8893097704588,Very Poor
Delhi,2023-02-28,2023,2,28,404,80.58104836036513,252.3752101289586,21.423185256033648,5.492561963528743,Very Poor
Delhi,2023-03-01,2023,3,1,85,240.49707779519866,266.9862936955508,108.27536281607847,80.6003035964296,Satisfactory
Delhi,2023-03-02,2023,3,2,420,104.70857127120306,162.72152200317873,23.157471577721658,59.93661339463653,Very Poor
Delhi,2023-03-03,2023,3,3,391,101.80503690504592,78.9158143565428,147.45772436347434,84.69868269658951,Very Poor
Delhi,2023-03-04,2023,3,4,107,13.997573732019582,34.19231172470148,125.16407849235216,39.218110934069976,Moderately Polluted
Delhi,2023-03-05,2023,3,5,150,159.0617617161673,312.5975501774721,40.21494384955804,64.17459520280502,Moderately Polluted
Delhi,2023-03-06,2023,3,6,245,253.3968071285345,93.86441291805176,67.589546707935,71.45366002288341,Poor
Delhi,2023-03-07,2023,3,7,357,44.15989956167609,388.42400950338043,110.04331458519329,8.901414092948201,Very Poor
Delhi,2023-03-08,2023,3,8,169,84.8955141223119,186.80913986814173,20.983893387917234,7.408320624468463,Moderately Polluted
Delhi,2023-03-09,2023,3,9,166,28.857525152073315,182.75950047724095,106.38998610715129,10.528391573302143,Moderately Polluted
Delhi,2023-03-10,2023,3,10,171,51.148927587970384,115.09230130254622,86.89173305885687,72.88661265650592,Moderately Polluted
Delhi,2023-03-11,2023,3,11,286,87.58049959905314,382.84880665201376,113.30556833740759,57.66363498858306,Poor
Delhi,2023-03-12,2023,3,12,327,220.36159838573647,38.13212852282654,89.24520946917067,20.071412526036646,Very Poor
Delhi,2023-03-13,2023,3,13,135,9.246079145777982,64.10760339262816,16.440369883045385,8.869236220302163,Moderately Polluted
Delhi,2023-03-14,2023,3,14,287,293.955605943345,86.62550255794864,12.402554256445033,77.51962018537154,Poor
Delhi,2023-03-15,2023,3,15,390,144.67417238026687,85.81671056580576,70.73923089331623,42.857949767750476,Very Poor
Delhi,2023-03-16,2023,3,16,59,284.99799081945883,356.9385471732581,46.52510726783996,6.453931327586551,Satisfactory
Delhi,2023-03-17,2023,3,17,196,153.42519628112586,345.46613965156246,102.2171084266523,20.47877057273582,Moderately Polluted
Delhi,2023-03-18,2023,3,18,329,283.44802334542334,378.8156069075636,131.40785069770052,65.45834175737107,Very Poor
Delhi,2023-03-19,2023,3,19,389,174.7648824733843,167.50457195847832,100.06035058192944,48.53402459669408,Very Poor
Delhi,2023-03-20,2023,3,20,228,247.08864534446684,257.8570746385977,124.85975812797753,66.89105332648987,Poor
Delhi,2023-03-21,2023,3,21,92,62.75838476284245,46.35729433256287,24.108920192839733,6.7310734368972245,Satisfactory
Delhi,2023-03-22,2023,3,22,291,206.48699815782527,47.051686414887016,54.656588241126585,85.26315454209818,Poor
Delhi,2023-03-23,2023,3,23,139,105.48424799195081,119.06392072964319,79.44524360107687,70.82458407573424,Moderately Polluted
Delhi,2023-03-24,2023,3,24,163,190.53813980006578,353.43936514028013,112.90994613254401,81.33068838656061,Moderately Polluted
Delhi,2023-03-25,2023,3,25,298,166.65170555818577,180.91895807708505,89.59283972499416,59.71283464951804,Poor
Delhi,2023-03-26,2023,3,26,148,126.7222146888708,161.3668726012576,118.69781450387956,37.37633632403669,Moderately Polluted
Delhi,2023-03-27,2023,3,27,239,170.7506741824132,110.66680672032926,105.17826918603441,75.29133224250057,Poor
Delhi,2023-03-28,2023,3,28,404,35.42154130660012,362.9701045382353,80.7353321427,83.51345928023545,Very Poor
Delhi,2023-03-29,2023,3,29,391,92.8023764802467,57.994257121508085,17.487941544631646,96.06144220390384,Very Poor
Delhi,2023-03-30,2023,3,30,125,109.69703118650258,383.5843363480534,104.74778661940246,50.83949021605103,Moderately Polluted
Delhi,2023-03-31,2023,3,31,416,29.568901302601596,54.84757595822281,94.34172962615665,57.60178997285107,Very Poor
Delhi,2023-04-01,2023,4,1,102,238.51581789912532,320.0548942619305,22.768854426816652,51.96992894674524,Moderately Polluted
Delhi,2023-04-02,2023,4,2,447,167.11102028550198,187.78159052188326,134.27858558616197,38.33692619244748,Very Poor
Delhi,2023-04-03,2023,4,3,195,290.75232347236977,281.45140386651485,127.17494239323234,87.35252700452993,Moderately Polluted
Delhi,2023-04-04,2023,4,4,279,29.811507803924243,286.3682699544656,20.186820890987093,83.07670563258384,Poor
Delhi,2023-04-05,2023,4,5,171,48.24842239914752,215.0639441031093,42.651930139433894,60.22401463654432,Moderately Polluted
Delhi,2023-04-06,2023,4,6,414,114.33943338473281,328.86383555785096,142.61480083374022,98.67010106317274,Very Poor
Delhi,2023-04-07,2023,4,7,181,108.3143827765925,289.1088543216159,77.43337831497615,40.90882106161418,Moderately Polluted
Delhi,2023-04-08,2023,4,8,216,130.145492727858,364.4146663359997,25.567647522861186,51.79938490763162,Poor
Delhi,2023-04-09,2023,4,9,190,124.53461560051805,237.15974957790405,113.73634052749357,77.88351104531431,Moderately Polluted
Delhi,2023-04-10,2023,4,10,432,196.51703912423875,303.49705412086087,91.67162711360234,96.40639210508148,Very Poor
Delhi,2023-04-11,2023,4,11,240,145.92589280966718,51.498702243474604,83.97181698160928,46.45190400262282,Poor
Delhi,2023-04-12,2023,4,12,107,8.58557003349582,388.55395414890285,16.042387673080654,89.65859580131675,Moderately Polluted
Delhi,2023-04-13,2023,4,13,423,277.76978241596083,369.2639718058906,45.41862351849376,71.06405669513151,Very Poor
Delhi,2023-04-14,2023,4,14,96,190.67259824990245,284.38450181415453,73.63574906748825,64.61801760798602,Satisfactory
Delhi,2023-04-15,2023,4,15,423,118.33954025686988,300.09826822034734,138.1356078336749,96.07672870374539,Very Poor
Delhi,2023-04-16,2023,4,16,321,267.6278162478203,193.1495660585709,96.81856369221514,31.351212383207603,Very Poor
Delhi,2023-04-17,2023,4,17,397,195.82026669227352,167.54198591615142,42.11526439869295,30.264102871602702,Very Poor
Delhi,2023-04-18,2023,4,18,406,292.4464682615191,394.7600829022491,107.74263996276431,55.929154802691436,Very Poor
Delhi,2023-04-19,2023,4,19,261,182.82065519687308,122.96390415574936,28.645917531324958,12.2390360619205,Poor
Delhi,2023-04-20,2023,4,20,439,285.1909744211176,295.7734131875768,95.87812743101058,44.73308844760879,Very Poor
Delhi,2023-04-21,2023,4,21,361,263.61513834810887,229.6033915667466,33.07679655918013,44.069236075610064,Very Poor
Delhi,2023-04-22,2023,4,22,423,244.1132325806407,395.1649291396789,31.058364754493944,61.442417958452836,Very Poor
Delhi,2023-04-23,2023,4,23,112,120.93188744876345,335.08240386847547,89.67140568320467,11.033623811050127,Moderately Polluted
Delhi,2023-04-24,2023,4,24,154,127.37175318961123,123.89468733366837,17.892569531129794,87.14862574423006,Moderately Polluted
Delhi,2023-04-25,2023,4,25,246,299.91671361940854,398.72199808808404,87.76043878436784,78.0538044421485,Poor
Delhi,2023-04-26,2023,4,26,214,228.3389546025245,163.58320872479885,43.75187652614846,24.479306208119866,Poor
Delhi,2023-04-27,2023,4,27,50,286.4450530413231,250.34636109133442,42.00999277048478,68.8115650185564,Good
Delhi,2023-04-28,2023,4,28,337,18.834457998409874,122.09554316961679,13.105863884242229,52.32569273135983,Very Poor
Delhi,2023-04-29,2023,4,29,167,250.25458956843786,136.95535111299878,124.29400292982874,96.95750771678318,Moderately Polluted
Delhi,2023-04-30,2023,4,30,271,238.58626264354172,244.1832409123017,77.20643538258652,44.950898973182134,Poor
Delhi,2023-05-01,2023,5,1,278,187.99131764927208,287.5503118777049,39.8149826112475,17.955290180743127,Poor
Delhi,2023-05-02,2023,5,2,301,294.23650390225146,251.07338282591638,99.13020502711956,57.70748281151144,Very Poor
Delhi,2023-05-03,2023,5,3,357,166.4966605352379,191.3459700181197,137.46597897645822,33.3061478964853,Very Poor
Delhi,2023-05-04,2023,5,4,155,259.39729408028984,380.817836989904,30.590287330065312,93.02582439034197,Moderately Polluted
Delhi,2023-05-05,2023,5,5,379,231.83073368804224,45.169671583709025,16.420577296648613,63.97654002009867,Very Poor
Delhi,2023-05-06,2023,5,6,254,66.69358336816168,240.2669750992606,57.8188494639163,56.040024587836655,Poor
Delhi,2023-05-07,2023,5,7,200,42.77352249254287,77.72302353467185,29.435804170917418,65.8831007563054,Moderately Polluted
Delhi,2023-05-08,2023,5,8,409,210.4679325369883,176.4312614558607,132.4044646796184,53.94742521210003,Very Poor
Delhi,2023-05-09,2023,5,9,209,55.8343620044808,93.06982714729489,15.72160627730704,21.04883099185563,Poor
Delhi,2023-05-10,2023,5,10,141,107.54766827239163,32.085778964362746,86.8201432890372,55.770232854589686,Moderately Polluted
Delhi,2023-05-11,2023,5,11,61,65.8684469297088,158.4225471982687,80.47841791967997,70.58750871978971,Satisfactory
Delhi,2023-05-12,2023,5,12,122,32.2257229374801,202.8352497413914,106.28986039345162,53.60741628698982,Moderately Polluted
Delhi,2023-05-13,2023,5,13,156,276.65735815688487,43.20962474484823,48.76287074060852,81.58912158034083,Moderately Polluted
Delhi,2023-05-14,2023,5,14,162,181.19703426535202,394.77765842938976,85.12269043822656,92.78396711520615,Moderately Polluted
Delhi,2023-05-15,2023,5,15,63,187.3851576014373,160.18718303651352,74.7548602586407,76.00973912270688,Satisfactory
Delhi,2023-05-16,2023,5,16,63,48.58303211233687,70.58443286324174,106.20317075646635,85.22186390019473,Satisfactory
Delhi,2023-05-17,2023,5,17,412,161.97347815326813,60.7253643091149,72.63773135528365,55.5986403132272,Very Poor
Delhi,2023-05-18,2023,5,18,64,35.93640412708187,300.2139783156513,35.51974298663413,58.57668374178946,Satisfactory
Delhi,2023-05-19,2023,5,19,322,67.37716206398068,144.44899382760758,26.76669845469517,89.60009167029003,Very Poor
Delhi,2023-05-20,2023,5,20,261,144.82113272201406,154.9396352461358,100.83519764082064,50.56029966665377,Poor
Delhi,2023-05-21,2023,5,21,277,163.4464298364716,242.99962484793406,114.3615263858062,46.00765689181954,Poor
Delhi,2023-05-22,2023,5,22,132,116.73792465563037,148.2297968713289,135.95063560030172,62.71774611788942,Moderately Polluted
Delhi,2023-05-23,2023,5,23,364,296.021998393929,250.19443135561713,43.211750843039226,14.669334898938356,Very Poor
Delhi,2023-05-24,2023,5,24,247,112.78026180384701,205.3677243073204,129.11445249706048,13.349324331313667,Poor
Delhi,2023-05-25,2023,5,25,399,56.14521061195267,360.77086135804154,21.23272439262991,54.82858200917419,Very Poor
Delhi,2023-05-26,2023,5,26,89,210.60363139809436,398.9571032119899,135.5254368163629,59.719849691537696,Satisfactory
Delhi,2023-05-27,2023,5,27,124,260.3246021387242,330.4873869607264,46.10639578629158,21.234320802056253,Moderately Polluted
Delhi,2023-05-28,2023,5,28,111,279.1659167926378,231.56989934529332,90.02577652578597,31.598013897726997,Moderately Polluted
Delhi,2023-05-29,2023,5,29,349,65.49788024409044,387.83774527160904,109.53334703714476,23.953158097140378,Very Poor
Delhi,2023-05-30,2023,5,30,69,76.51087106244867,63.637993400897344,95.48680594182856,32.4199025578243,Satisfactory
Delhi,2023-05-31,2023,5,31,342,154.30066712600737,374.165450057635,54.889906902332,61.418894268000386,Very Poor
Delhi,2023-06-01,2023,6,1,439,104.29826206720657,71.07757723681021,18.872495866187485,99.0462220770448,Very Poor
Delhi,2023-06-02,2023,6,2,62,206.94860662455082,53.38988227220959,29.43546828188285,5.257535444361318,Satisfactory
Delhi,2023-06-03,2023,6,3,314,180.71342847931408,199.19895164906018,67.6577279806176,38.14248532158455,Very Poor
Delhi,2023-06-04,2023,6,4,354,255.96460070485415,303.4703197085129,67.19256101102837,93.6291163744957,Very Poor
Delhi,2023-06-05,2023,6,5,186,65.47553396570498,164.10686228624417,139.70291930255956,73.55167232137133,Moderately Polluted
Delhi,2023-06-06,2023,6,6,109,253.33948914369026,73.11350311799,121.33742366038463,24.15459540453573,Moderately Polluted
Delhi,2023-06-07,2023,6,7,335,248.41413962437517,90.83389497949476,42.99684444909997,65.20706355341684,Very Poor
Delhi,2023-06-08,2023,6,8,111,110.85499281643324,353.33620550898115,64.94231503916896,82.57694674979983,Moderately Polluted
Delhi,2023-06-09,2023,6,9,344,215.56582418232117,361.8736292110258,97.37421618545727,56.27920088189014,Very Poor
Delhi,2023-06-10,2023,6,10,112,153.30251507728136,108.24082415579058,135.9404402584396,41.46966603045509,Moderately Polluted
Delhi,2023-06-11,2023,6,11,358,272.40927273454133,257.21043844731696,26.36572569917097,94.28405174328013,Very Poor
Delhi,2023-06-12,2023,6,12,440,220.51199535874392,283.6126908132686,33.34230639907364,88.46976596047664,Very Poor
Delhi,2023-06-13,2023,6,13,338,162.37102213301486,359.6791815593639,120.4036095714343,19.40911357461136,Very Poor
Delhi,2023-06-14,2023,6,14,146,213.5592360668204,315.8573368392854,30.037917976785746,24.431736351099012,Moderately Polluted
Delhi,2023-06-15,2023,6,15,371,229.9253122935037,353.1709419694648,57.89144482022704,83.01944394384122,Very Poor
Delhi,2023-06-16,2023,6,16,208,116.75236183929013,193.66008332703777,94.55410209015174,52.71739300894036,Poor
Delhi,2023-06-17,2023,6,17,185,49.22564106788826,107.11553018840377,111.11535957502927,73.40347097187707,Moderately Polluted
Delhi,2023-06-18,2023,6,18,144,181.54059685554196,234.89317198273005,110.26507046261331,61.90778965384602,Moderately Polluted
Delhi,2023-06-19,2023,6,19,197,58.57132645642057,365.21121330677875,91.67485126725687,43.080884592545786,Moderately Polluted
Delhi,2023-06-20,2023,6,20,352,89.93923686033921,253.68109999800868,137.65933723801504,18.216038443590875,Very Poor
Delhi,2023-06-21,2023,6,21,259,185.3789994532211,26.881869851919394,132.0973472521812,93.55123683594317,Poor
Delhi,2023-06-22,2023,6,22,405,276.03140406692023,320.23216210715293,13.223164670269252,66.87988504388338,Very Poor
Delhi,2023-06-23,2023,6,23,141,115.4584340675245,46.19018495954314,20.824949168430216,14.903461774921903,Moderately Polluted
Delhi,2023-06-24,2023,6,24,346,278.042711307499,191.3189611335702,25.853326417705738,98.55991390142178,Very Poor
Delhi,2023-06-25,2023,6,25,159,59.9646594507656,338.246499820947,56.50049777169145,34.58720508433591,Moderately Polluted
Delhi,2023-06-26,2023,6,26,420,179.42625354475413,171.6210274706495,17.66662943508439,36.843737956360584,Very Poor
Delhi,2023-06-27,2023,6,27,362,6.366446786357844,146.7296852426348,65.74361710273206,56.05258227910267,Very Poor
Delhi,2023-06-28,2023,6,28,124,277.273268380553,196.96604648114902,77.3171769324703,92.25319886923361,Moderately Polluted
Delhi,2023-06-29,2023,6,29,177,71.25842276729468,191.92701613042348,29.71998285317198,21.756763718091214,Moderately Polluted
Delhi,2023-06-30,2023,6,30,229,128.58300760384162,367.641442405878,60.73514587632864,60.155893276414126,Poor
Delhi,2023-07-01,2023,7,1,199,69.92867815392363,100.81869804966598,82.12431553695376,97.67642498986184,Moderately Polluted
Delhi,2023-07-02,2023,7,2,410,48.85550468716832,177.557167016269,21.94895353101014,99.703053925365,Very Poor
Delhi,2023-07-03,2023,7,3,98,93.38079397111073,137.77603198207214,65.6245361640637,45.544946006991196,Satisfactory
Delhi,2023-07-04,2023,7,4,260,108.06916471955324,197.92809480772414,97.49663818714733,40.883965006816084,Poor
Delhi,2023-07-05,2023,7,5,193,171.62813431247184,44.9692829827739,118.57386633730148,48.062439301062625,Moderately Polluted
Delhi,2023-07-06,2023,7,6,243,162.66448792088784,202.81342038728266,79.58167283497485,77.70884670129286,Poor
Delhi,2023-07-07,2023,7,7,181,58.66879849610498,347.47853598513655,142.4561646987086,40.46438504657653,Moderately Polluted
Delhi,2023-07-08,2023,7,8,415,160.34064766449166,324.284913164726,147.05040098623456,84.7799416483742,Very Poor
Delhi,2023-07-09,2023,7,9,440,199.38256286349466,30.296477151323728,41.076102670612926,26.952105675866783,Very Poor
Delhi,2023-07-10,2023,7,10,304,10.814608637537425,59.56126115413806,121.98825195224651,21.96174289516169,Very Poor
Delhi,2023-07-11,2023,7,11,146,169.232867511093,293.90897659799253,122.74409543010671,98.92923428576707,Moderately Polluted
Delhi,2023-07-12,2023,7,12,337,257.4304580913543,335.4835485354568,65.60569414658367,68.46808797421139,Very Poor
Delhi,2023-07-13,2023,7,13,447,91.47858042699892,360.60761103802554,11.820269291503045,13.123310431174467,Very Poor
Delhi,2023-07-14,2023,7,14,200,255.19778816273063,66.65521807182924,132.70217062254113,66.07792854335406,Moderately Polluted
Delhi,2023-07-15,2023,7,15,131,268.3381547677076,330.6285534606075,57.85442923770263,29.645226175972788,Moderately Polluted
Delhi,2023-07-16,2023,7,16,435,112.10246759755171,33.00668211180107,126.29163091913496,37.79325376372118,Very Poor
Delhi,2023-07-17,2023,7,17,305,167.85391835133416,185.72808107142035,51.22520633586847,95.10306416140489,Very Poor
Delhi,2023-07-18,2023,7,18,391,235.02883856246908,63.410411849750794,89.20872679531847,98.60989466296479,Very Poor
Delhi,2023-07-19,2023,7,19,264,240.95730050445798,181.58113169830872,13.145703164816435,30.52434914156988,Poor
Delhi,2023-07-20,2023,7,20,89,211.1595266824668,172.96901656685262,40.52323504917211,66.28014593808629,Satisfactory
Delhi,2023-07-21,2023,7,21,53,44.02148228197247,362.2174744698265,106.77106006535162,69.90246636232074,Satisfactory
Delhi,2023-07-22,2023,7,22,375,274.7181479353472,64.74541149825363,90.7123065719955,31.03524596528457,Very Poor
Delhi,2023-07-23,2023,7,23,66,124.54818596816818,209.03665971235841,110.8283614285214,15.124979362224064,Satisfactory
Delhi,2023-07-24,2023,7,24,391,45.38126087029815,362.00708390227993,132.34461085875213,61.754244706179286,Very Poor
Delhi,2023-07-25,2023,7,25,317,191.76392869044702,207.82406305254312,90.26121294511609,84.6201615019381,Very Poor
Delhi,2023-07-26,2023,7,26,239,158.0807230584371,37.84706737452092,33.279671625851115,75.1131935605052,Poor
Delhi,2023-07-27,2023,7,27,356,31.64940337039432,312.9746517034818,19.554958749572823,84.52250411678779,Very Poor
Delhi,2023-07-28,2023,7,28,60,109.92345135715999,293.23744397001326,51.5970401872445,58.808440828205235,Satisfactory
Delhi,2023-07-29,2023,7,29,147,122.01156505035601,382.5530358850606,28.90017883896897,50.956719483579214,Moderately Polluted
Delhi,2023-07-30,2023,7,30,299,14.199024843078979,119.66033683393353,93.31091029803568,9.885452281003783,Poor
Delhi,2023-07-31,2023,7,31,414,50.62828156055468,256.8663693438965,76.39322321805174,37.71645454420216,Very Poor
Delhi,2023-08-01,2023,8,1,345,219.815683080063,208.28670015835542,106.37633549988304,46.30859716735589,Very Poor
Delhi,2023-08-02,2023,8,2,88,27.400356059038515,49.55083075000369,10.327514687608957,96.93144187967322,Satisfactory
Delhi,2023-08-03,2023,8,3,151,179.1180467263807,157.17008083721018,22.82149026572878,92.14478966891306,Moderately Polluted
Delhi,2023-08-04,2023,8,4,66,285.3200193771367,189.48219372402318,35.91861003740675,56.48059000094403,Satisfactory
Delhi,2023-08-05,2023,8,5,265,228.72576211397603,262.8007664270195,116.26501837543898,73.78981628094816,Poor
Delhi,2023-08-06,2023,8,6,247,294.2701560530965,363.2782488016895,100.53308867640287,70.85164508840785,Poor
Delhi,2023-08-07,2023,8,7,414,202.62565204226155,36.782866329838065,92.35692597579035,99.93858245875431,Very Poor
Delhi,2023-08-08,2023,8,8,331,172.54384301302568,367.8855530834559,14.752437002011838,71.25492538844979,Very Poor
Delhi,2023-08-09,2023,8,9,186,61.81671319676098,63.807168073968064,69.04677236227175,80.55747460611425,Moderately Polluted
Delhi,2023-08-10,2023,8,10,272,259.3025820418475,340.92877144332675,54.67406625405579,83.74697004431435,Poor
Delhi,2023-08-11,2023,8,11,322,196.7993683807523,158.58495479377623,88.49480716049196,50.70087896518821,Very Poor
Delhi,2023-08-12,2023,8,12,180,210.40518888405123,149.15248623186514,111.4673480140266,11.208852375899525,Moderately Polluted
Delhi,2023-08-13,2023,8,13,64,242.1732089232648,224.59256634469926,102.6317245112758,75.09629785611988,Satisfactory
Delhi,2023-08-14,2023,8,14,210,266.3634357296752,254.02801150927573,42.614326465508725,7.318074247871111,Poor
Delhi,2023-08-15,2023,8,15,219,297.15068743582424,20.09025895883614,35.96620734074115,41.476569542373944,Poor
Delhi,2023-08-16,2023,8,16,145,240.6410545532313,399.21496200266824,59.09965416323942,77.88288744845705,Moderately Polluted
Delhi,2023-08-17,2023,8,17,367,146.5633079896531,258.45207602298063,132.31479598608743,98.48792957393303,Very Poor
Delhi,2023-08-18,2023,8,18,315,32.051303857871886,147.82077625480036,83.15268682883324,74.56582168254128,Very Poor
Delhi,2023-08-19,2023,8,19,226,37.589863373761425,154.75641990349507,50.213458831571444,33.14927144331906,Poor
Delhi,2023-08-20,2023,8,20,342,17.417490942726758,26.792095198697247,148.28113456304442,45.63844770490692,Very Poor
Delhi,2023-08-21,2023,8,21,354,120.53089145940504,67.2862717728054,143.8981976583195,80.80898560362142,Very Poor
